title,subtitle,author,content,link,category,unique_id
Notre Dame Cathedral resurrection: What to expect when the Cathedral reopens on December 7,"Notre Dame Cathedral in Paris reopens after fire, showcasing stunning Gothic architecture and rich history",Miscellaneous,"Notre Dame Cathedral resurrection: What to expect when the Cathedral reopens on December 7 Notre Dame Cathedral in Paris reopens after fire, showcasing stunning Gothic architecture and rich history Paris' Notre Dame Cathedral reopens on December 7, five-and-a-half years after fire destroyed its roof and spire and caused major damage throughout. Here is what you need to know:",https://www.thehindu.com/news/international/notre-dame-cathedral-resurrection-what-to-expect-when-the-cathedral-reopens-on-december-7/article68957917.ece,international,784
Syria government loses control of key city Daraa in a blow to Assad,"Daraa was dubbed ""the cradle of the revolution"" early in Syria's civil war, after activists accused the government of detaining and torturing a group of boys for scribbling anti-Assad graffiti on their school walls in 2011",Miscellaneous,"Syria government loses control of key city Daraa in a blow to Assad Daraa was dubbed ""the cradle of the revolution"" early in Syria's civil war, after activists accused the government of detaining and torturing a group of boys for scribbling anti-Assad graffiti on their school walls in 2011 Syrian government forces have lost control of Daraa city, a war monitor said, in another stunning blow for President Bashar al-Assad's rule after rebels wrested other key cities from his grip. Daraa was dubbed ""the cradle of the revolution"" early in Syria's civil war, after activists accused the government of detaining and torturing a group of boys for scribbling anti-Assad graffiti on their school walls in 2011.",https://www.thehindu.com/news/international/syria-government-loses-control-of-key-city-daraa-in-a-blow-to-assad/article68957700.ece,international,785
"Donald Trump travels to Paris for Notre Dame Cathedral's reopening celebration, to meet Emmanuel Macron and Prince William","President-elect Trump joins world leaders in Paris for the Notre Dame Cathedral reopening celebration, amid efforts to secure United States support for Ukraine",Miscellaneous,"Donald Trump travels to Paris for Notre Dame Cathedral's reopening celebration, to meet Emmanuel Macron and Prince William President-elect Trump joins world leaders in Paris for the Notre Dame Cathedral reopening celebration, amid efforts to secure United States support for Ukraine Donald Trump is off on his first International trip as President-elect, ready to join World leaders and dignitaries in Paris for a Saturday (December 7, 2024) celebration of the renovation of Notre Dame Cathedral after a devastating fire in 2019. Mr. Trump wrote when he accepted the invitation earlier this week that French President Emmanuel Macron had done ""a wonderful job ensuring that Notre Dame has been restored to its full level of glory, and even more so. It will be a very special day for all!” Mr. Macron, who has had an up-and-down relationship with Mr. Trump, has made a point of cultivating a relationship with the President-elect since he defeated Vice-President Kamala Harris last month (November, 2024). But his office nonetheless played down the significance of the invitation, saying that other Politicians who do not currently hold office had been invited as well.",https://www.thehindu.com/news/international/trump-travels-to-paris-for-notre-dame-cathedrals-reopening-celebration-to-meet-emmanuel-macron/article68957989.ece,international,786
"South Korean president Yoon apologises for declaring martial law, saying he will not shirk responsibility","South Korean lawmakers are set to vote later Saturday on impeaching President Yoon Suk Yeol over his short-lived attempt to impose martial law, as protests grew nationwide calling for his removal.",Miscellaneous,"South Korean president Yoon apologises for declaring martial law, saying he will not shirk responsibility South Korean lawmakers are set to vote later Saturday on impeaching President Yoon Suk Yeol over his short-lived attempt to impose martial law, as protests grew nationwide calling for his removal. South Korea’s president apologised Saturday (December 7, 2024) for public anxiety caused by his short-lived attempt to impose martial law earlier this week hours ahead of a parliamentary vote on impeaching him. Mr. Yoon said in a brief televised address Saturday morning he would not shirk legal or political responsibility for the declaration and promised not to make another attempt to impose it. He said he would leave it to his conservative political party to chart a course through the country's political turmoil, “including matters related to my term in office.""",https://www.thehindu.com/news/international/south-korean-president-yoon-apologises-martial-law-faces-impeachment/article68957681.ece,international,787
"UNGA declares December 21 as World Meditation Day, unanimously adopts resolution co-sponsored by India","Mr. Harish noted that December 21 marks the Winter Solstice, which in Indian tradition is the beginning of “Uttarayana – an auspicious time of the year, especially for inner reflection” and meditation",Miscellaneous,"UNGA declares December 21 as World Meditation Day, unanimously adopts resolution co-sponsored by India Mr. Harish noted that December 21 marks the Winter Solstice, which in Indian tradition is the beginning of “Uttarayana – an auspicious time of the year, especially for inner reflection” and meditation India co-sponsored a UN General Assembly draft resolution that was unanimously adopted to proclaim December 21 as World Meditation Day. India, including Liechtenstein, Sri Lanka, Nepal, Mexico and Andorra, was a member of the core group of countries that guided the unanimous adoption of the resolution titled ‘World Meditation Day’ in the 193-member UN General Assembly on Friday (December 6, 2024).",https://www.thehindu.com/news/international/unga-declares-december-21-as-world-meditation-day-unanimously-adopts-resolution-co-sponsored-by-india/article68957740.ece,international,788
Romania’s Supreme Court Annuls first round of presidential vote won by far-right candidate,"Romanian Supreme Court Annuls Presidential election first round due to Russian online campaign allegations, sparking political chaos",Miscellaneous,"Romania’s Supreme Court Annuls first round of presidential vote won by far-right candidate Romanian Supreme Court Annuls Presidential election first round due to Russian online campaign allegations, sparking political chaos A Romanian Supreme Court on Friday (December 6, 2024) Annulled the first round of the country's Presidential election, days after allegations emerged that Russia ran a coordinated online campaign to promote the far-right outsider who won the first round. The Constitutional Court’s unprecedented decision — which is final — came after President Klaus Iohannis declassified intelligence on Wednesday (December 4, 2024) that alleged Russia organised thousands of social media accounts to promote Calin Georgescu, across platforms such as TikTok and Telegram. Without naming Mr. Georgescu, the court said that one of the 13 candidates in the November 24 first round had improperly received “preferential treatment” on social media, distorting the outcome of the vote.  Mr. Georgescu, as did the second-place finisher, reformist Elena Lasconi of the center-right Save Romania Union Party denounced the verdict as an “officialised coup” and an attack on Democracy.",https://www.thehindu.com/news/international/romanias-supreme-court-annuls-first-round-of-presidential-vote-won-by-far-right-candidate/article68957854.ece,international,789
"Days after gunman killed UnitedHealthcare's CEO, police push to ID him, FBI offers reward","Investigators believe the suspect used a fake identification card and paid cash, says Chief of Detectives Joseph Kenny",Miscellaneous,"Days after gunman killed UnitedHealthcare's CEO, police push to ID him, FBI offers reward Investigators believe the suspect used a fake identification card and paid cash, says Chief of Detectives Joseph Kenny The gunman who killed the CEO of the largest U.S. health insurer likely left New York City on a bus soon after the brazen ambush that has shaken corporate America, police officials said. But he left something behind a backpack that was discovered in Central Park. Also Read | UnitedHealthcare CEO killed in ’targeted shooting’ outside New York hotel: officials",https://www.thehindu.com/news/international/days-after-gunman-killed-unitedhealthcares-ceo-police-push-to-id-him-fbi-offers-reward/article68957927.ece,international,790
"Turkey, Russia and Iran meet in Doha seeking exit from Syria chaos",Moscow and Tehran have offered military support to help President Bashar al-Assad crush the opposition,Miscellaneous,"Turkey, Russia and Iran meet in Doha seeking exit from Syria chaos Moscow and Tehran have offered military support to help President Bashar al-Assad crush the opposition Turkey's Foreign Minister will meet with his Russian and Iranian counterparts in Doha on Saturday to try to find a solution to the renewed fighting in Syria and avoid chaos on its doorstep. The three countries have been partners since 2017 in the Astana process seeking to end the civil war in Syria even if they have supported opposite sides on the battlefield.",https://www.thehindu.com/news/international/turkey-russia-and-iran-meet-in-doha-seeking-exit-from-syria-chaos/article68957979.ece,international,791
Notre Dame’s resurrection: Its chief architect on rebuilding France’s ‘heart’ in 5 years,"Notre Dame’s chief architect Philippe Villeneuve overcomes obstacles to restore the cathedral, leaving his mark in history",Miscellaneous,"Notre Dame’s resurrection: Its chief architect on rebuilding France’s ‘heart’ in 5 years Notre Dame’s chief architect Philippe Villeneuve overcomes obstacles to restore the cathedral, leaving his mark in history The day after the inferno struck Notre Dame on April 15, 2019, Philippe Villeneuve walked despondently into the remains of his cathedral. Smoke choked the spring air, the spire lay in rubble, and charred beams littered the nave. “We had lost the framework, the roof, the spire, and three sections of the vault,” Mr. Villeneuve, its chief architect since 2013, said. Yet just hours earlier, President Emmanuel Macron had issued an extraordinary decree: Notre Dame would rise again — in just five years. “There was one sole [problem],” Mr. Villeneuve said in an interview with The Associated Press, “the deadline”.",https://www.thehindu.com/news/international/notre-dames-resurrection-its-chief-architect-on-rebuilding-frances-heart-in-5-years/article68951113.ece,international,792
World’s oldest-known wild bird lays an egg in Hawaii at age 74,"Oldest wild bird, Wisdom the albatross, lays egg at 74, may hatch 60th chick, officials optimistic",Miscellaneous,"World’s oldest-known wild bird lays an egg in Hawaii at age 74 Oldest wild bird, Wisdom the albatross, lays egg at 74, may hatch 60th chick, officials optimistic The oldest known wild bird in the world has laid an egg at the ripe age of about 74, her first in four years, U.S. wildlife officials said. The long-winged seabird named Wisdom, a Laysan albatross, returned to Midway Atoll National Wildlife Refuge at the northwestern edge of the Hawaiian Archipelago and laid what experts estimate maybe her 60th egg, the Pacific Region of the U.S. Fish & Wildlife Service said in a Facebook post this week.",https://www.thehindu.com/sci-tech/energy-and-environment/worlds-oldest-known-wild-bird-lays-an-egg-in-hawaii-at-age-74/article68957551.ece,international,793
Hague court lays fresh charges against ex-Kosovo leader Thaci,Former Kosovo president Thaci faces new charges of obstruction and contempt of court in The Hague trial,Miscellaneous,"Hague court lays fresh charges against ex-Kosovo leader Thaci Former Kosovo president Thaci faces new charges of obstruction and contempt of court in The Hague trial Prosecutors with a special international court in The Hague on Friday (December 6, 2024) charged Kosovo’s former president Hashim Thaci, who is on trial for war crimes, with obstruction and contempt of court. Mr. Thaci “has been charged with three counts of obstruction of official persons in performing official duties, four counts of violating secrecy of proceedings and four counts of contempt of court”, said a statement released by prosecutors.",https://www.thehindu.com/news/international/hague-court-lays-fresh-charges-against-ex-kosovo-leader-thaci/article68956816.ece,international,794
China warns Taiwan relying on U.S. for independence will 'inevitably hit a wall',"Mr. Lai this week held a phone call with U.S. Republican House Speaker Mike Johnson, which also angered Beijing",Miscellaneous,"China warns Taiwan relying on U.S. for independence will 'inevitably hit a wall' Mr. Lai this week held a phone call with U.S. Republican House Speaker Mike Johnson, which also angered Beijing China warned Taiwan on Friday that relying on the United States to help it seek independence ""will inevitably hit a wall"", as Beijing took aim at a Pacific tour by the self-ruled island's President Lai Ching-te this week. Mr. Lai's trip, which has included two stops on U.S. soil, has drawn a barrage of criticism from China, which claims Taiwan as part of its territory and opposes any international recognition of the island.",https://www.thehindu.com/news/international/china-warns-taiwan-relying-on-us-for-independence-will-inevitably-hit-a-wall/article68955827.ece,international,795
"Trump taps forceful ally of hard-line immigration policies to head Customs, Border Protection",No Subtitle,Miscellaneous,"Trump taps forceful ally of hard-line immigration policies to head Customs, Border Protection No Subtitle The picture of who will be in charge of executing President-elect Donald Trump's hard-line immigration and border policies has come into sharper focus after he announced his picks to head Customs and Border Protection and also the agency tasked with deporting immigrants in the country illegally. Mr. Trump said late Thursday (December 5, 2024) that he was tapping Rodney Scott, a former Border Patrol chief who's been a vocal supporter of tougher enforcement measures, for CBP commissioner.",https://www.thehindu.com/news/international/trump-taps-forceful-ally-of-hard-line-immigration-policies-to-head-customs-border-protection/article68956681.ece,international,796
Gaza civil defence says 29 dead in Israeli strikes around key hospital,Israeli forces have stormed the Kamal Adwan on several occasions since the start of the war nearly 14 months ago,Miscellaneous,"Gaza civil defence says 29 dead in Israeli strikes around key hospital Israeli forces have stormed the Kamal Adwan on several occasions since the start of the war nearly 14 months ago Gaza's civil defence agency said 29 people were killed on Friday (December 6, 2024) by Israeli strikes around a major hospital in the northern city of Beit Lahia. Kamal Adwan Hospital, one of northern Gaza's last functioning health centres, was hit by several strikes in the morning, the agency and the hospital director said.",https://www.thehindu.com/news/international/gaza-civil-defence-says-29-dead-in-israeli-strikes-around-key-hospital/article68955699.ece,international,797
Israel PM links Australia synagogue arson to govt 'anti-Israel sentiment',"Mr. Netanyahu argued that ""anti-Israel sentiment is anti-Semitism""",Miscellaneous,"Israel PM links Australia synagogue arson to govt 'anti-Israel sentiment' Mr. Netanyahu argued that ""anti-Israel sentiment is anti-Semitism"" Israeli Prime Minister Benjamin Netanyahu on Friday linked an arson attack on a synagogue in Australia to what he called Canberra's ""anti-Israel sentiment"". The police in the Australian city of Melbourne said mask-wearing arsonists attacked a synagogue before dawn on Friday. They were still searching for the suspects and said they did not know why the premises had been targeted.",https://www.thehindu.com/news/international/israel-pm-links-australia-synagogue-arson-to-govt-anti-israel-sentiment/article68955775.ece,international,798
Iran says it conducted a successful space launch in a program long criticized by West,"Iran says it conducted a successful space launch, the latest for its program the West alleges improves Tehran’s ballistic missile program",Miscellaneous,"Iran says it conducted a successful space launch in a program long criticized by West Iran says it conducted a successful space launch, the latest for its program the West alleges improves Tehran’s ballistic missile program Iran said Friday (December 6, 2024) it conducted a successful space launch, the latest for its program the West alleges improves Tehran’s ballistic missile program. Iran conducted the launch using its Simorgh program, a satellite-carrying rocket that had had a series of failed launches, at Iran's Imam Khomeini Spaceport in rural Semnan province. That's the site of Iran's civilian space program.",https://www.thehindu.com/news/international/iran-says-it-conducted-a-successful-space-launch-in-a-program-long-criticized-by-west/article68954711.ece,international,799
Daily Quiz: On martial law across the world,"The President of South Korea, Yoon Suk Yeol, declared martial law on Tuesday night. He was quickly forced to withdraw the decision in the face of widespread public anger. A quiz on some instances of various forms of martial law being imposed across the world:",Radhika Santhanam,"Daily Quiz: On martial law across the world The President of South Korea, Yoon Suk Yeol, declared martial law on Tuesday night. He was quickly forced to withdraw the decision in the face of widespread public anger. A quiz on some instances of various forms of martial law being imposed across the world: Published - December 06, 2024 05:00 pm IST World
                    
                            /                      
                        
                        crime, law and justice
                    
                            /                      
                        
                        The Hindu Quizzes",https://www.thehindu.com/news/international/daily-quiz-on-martial-law-across-the-world/article68953975.ece,international,800
"India, China agree to take measures to further ease border situation at Delhi WMCC meeting: Beijing",This is the first meeting of WMCC after the October 21 agreement between the two countries to resolve the over four yearlong military standoff in eastern Ladakh,Miscellaneous,"India, China agree to take measures to further ease border situation at Delhi WMCC meeting: Beijing This is the first meeting of WMCC after the October 21 agreement between the two countries to resolve the over four yearlong military standoff in eastern Ladakh India and China agreed to take measures to further ease the situation at the borders while continuing to implement the October agreement to resolve the standoff in eastern Ladakh comprehensively, the Chinese Foreign Ministry said a day after talks in New Delhi. China and India held the 32nd meeting of the Working Mechanism for Consultation and Coordination on China-India Border Affairs (WMCC) on Thursday (December 5, 2024) in New Delhi, and the two sides agreed to maintain communication through diplomatic and military channels, and safeguard sustainable peace and stability in the border areas.",https://www.thehindu.com/news/international/india-china-agree-to-take-measures-to-further-ease-border-situation-at-delhi-wmcc-meeting-beijing/article68954574.ece,international,801
Burkina Faso’s military junta sacks the prime minister and dissolves the government,Burkina Faso’s military junta dismisses Prime Minister and dissolves government amid ongoing security challenges and political instability.,Miscellaneous,"Burkina Faso’s military junta sacks the prime minister and dissolves the government Burkina Faso’s military junta dismisses Prime Minister and dissolves government amid ongoing security challenges and political instability. Burkina Faso’s ruling military junta issued a decree Friday (December 6, 2024) dismissing Prime Minister Apollinaire Joachim Kyelem de Tambela and announcing the dissolution of the national government. The military’s leader, Ibrahim Traore, said officials in the dissolved government will continue to perform their duties until a new government is formed. No reason was given for the move.",https://www.thehindu.com/news/international/burkina-fasos-military-junta-sacks-the-prime-minister-and-dissolves-the-government/article68956812.ece,international,802
Barnier voted out in no-confidence motion: Three charts to explain France’s political uncertainty,"After France Prime Minister Michel Barnier lost a no-confidence motion in the country’s Assembly, political uncertainty has risen again after Macron’s July snap elections. Here are three charts to explain the situation.",Miscellaneous,"Barnier voted out in no-confidence motion: Three charts to explain France’s political uncertainty After France Prime Minister Michel Barnier lost a no-confidence motion in the country’s Assembly, political uncertainty has risen again after Macron’s July snap elections. Here are three charts to explain the situation. France’s current crisis is the second in only six months when French president Emmanuel Macron called a snap election in July to reiterate his government’s strength. However, the move backfired. Ensemble, the alliance that his party headed, won fewer seats than the previous election. The two other main alliances - left alliance New Popular Front and right alliance National Rally - increased their seat tally, with the NPF winning the most seats. This resulted in a hung parliament, where no party wins a majority of 289 or more seats in the 577-seat Assembly.",https://www.thehindu.com/news/international/barnier-voted-out-in-no-confidence-motion-three-charts-to-explain-frances-political-uncertainty/article68950458.ece,international,803
France urges top U.N. court to 'clarify' international climate law,"France urges U.N. court to clarify international law on climate change, emphasising the importance of a clear legal framework",Miscellaneous,"France urges top U.N. court to 'clarify' international climate law France urges U.N. court to clarify international law on climate change, emphasising the importance of a clear legal framework France on Thursday urged the United Nations top court to ""clarify"" international law relating to the fight against climate change, saying judges had a ""unique opportunity"" to provide a clear legal framework. The International Court of Justice is holding historic hearings to craft a so-called ""advisory opinion"" on states' responsibilities to fight climate change and the consequences for those damaging the environment.",https://www.thehindu.com/news/international/france-urges-top-un-court-to-clarify-international-climate-law/article68957664.ece,international,804
Thousands flee as Syrian rebels push on towards Homs,"Thousands flee Homs as rebels advance south, capturing Aleppo and Hama, and dealing blows to Assad’s regime.",Miscellaneous,"Thousands flee as Syrian rebels push on towards Homs Thousands flee Homs as rebels advance south, capturing Aleppo and Hama, and dealing blows to Assad’s regime. Thousands of people fled the Central Syrian City of Homs overnight and into Friday (December 6, 2024) morning, a war monitor and residents said, as rebel forces sought to push their lightning offensive against Government forces further south. They have already captured the key cities of Aleppo in the north and Hama in the center, dealing successive devastating blows to President Bashar Al-Assad, nearly 14 years after protests against him erupted across Syria. The Syrian Observatory for Human Rights (SOHR), a UK-based war monitor, said thousands of people had begun fleeing on Thursday (December 5, 2024) night towards Syria’s western coastal regions, a stronghold of the Government.",https://www.thehindu.com/news/international/thousands-flee-as-syrian-rebels-push-on-towards-homs/article68954287.ece,international,805
Israel PM Benjamin Netanyahu takes to witness stand for first time in his trial for alleged corruption,"Netanyahu will answer during his court appearances to charges of fraud, breach of trust and accepting bribes in three separate cases.",Miscellaneous,"Israel PM Benjamin Netanyahu takes to witness stand for first time in his trial for alleged corruption Netanyahu will answer during his court appearances to charges of fraud, breach of trust and accepting bribes in three separate cases. Israeli Prime Minister Benjamin Netanyahu on Tuesday (December 10, 2024) took the stand for the first time in his trial for alleged corruption, setting off what will be weeks of testimony. Mr. Netanyahu said “hello” to the judges. One judge told him he had the same privileges as other witnesses and could sit or stand as he chose.",https://www.thehindu.com/news/international/israeli-prime-minister-benjamin-netanyahu-appears-for-trial-in-alleged-corruption-charges/article68968658.ece,international,806
Sri Lankan President Anura Dissanayake to visit India from December 15-17,"“During his visit, Anura Dissanayake will meet PM Modi and President Droupadi Murmu,” Sri Lanka’s Cabinet spokesperson Nalinda Jayathissa said",Miscellaneous,"Sri Lankan President Anura Dissanayake to visit India from December 15-17 “During his visit, Anura Dissanayake will meet PM Modi and President Droupadi Murmu,” Sri Lanka’s Cabinet spokesperson Nalinda Jayathissa said “Sri Lanka’s President Anura Kumara Dissanayake will undertake a two-day visit to India from December 15, in his first overseas visit after assuming office,” it was announced on Tuesday (December 10, 2024). During his visit, Mr. Dissanayake will meet Prime Minister Narendra Modi and President Droupadi Murmu, Cabinet spokesperson Nalinda Jayathissa told reporters in Colombo.",https://www.thehindu.com/news/international/sri-lankan-president-anura-dissanayake-to-visit-india-from-december-15-17/article68968358.ece,international,807
Japanese company to demo futuristic bathing capsule in 2025,A Japanese company is getting ready to demonstrate an AI-powered bathing capsule that can clean and dry off humans while also helping them relax,The Hindu Bureau,"Japanese company to demo futuristic bathing capsule in 2025 A Japanese company is getting ready to demonstrate an AI-powered bathing capsule that can clean and dry off humans while also helping them relax Japanese shower-head maker Science Co. is getting ready to demo an AI-powered bathing capsule that can clean and dry off people who sit inside it, reported the news outlet Asahi Shimbum. The AI-powered capsule that the company dubs a futuristic “washing machine” for humans is still being developed for real-time use. It will be exhibited during the Osaka Kansai Expo in April 2025, where visitors who sign up can try it out.",https://www.thehindu.com/sci-tech/technology/japanese-company-to-demo-futuristic-bathing-capsule-in-2025/article68967953.ece,international,808
The Onion’s bid for Infowars is still in Court as Judge reviews auction,The Onion’s bid to buy conspiracy theorist Alex Jones’ Infowars is back in a Texas courtroom,Miscellaneous,"The Onion’s bid for Infowars is still in Court as Judge reviews auction The Onion’s bid to buy conspiracy theorist Alex Jones’ Infowars is back in a Texas courtroom A bankruptcy Judge scrutinising The Onion’s bid for Alex Jones ’ Infowars platform was expected to hear a second day of testimony on Tuesday (December 10, 2024) after an auctioneer defended the satirical news outlet’s winning offer in November 2024. It is not clear how quickly U.S. Bankruptcy Judge Christopher Lopez in Houston will decide whether to approve the bid. The Onion, which wants to turn Infowars’ website and social media accounts into parodies, offered $1.75 million for Infowars’ assets in the auction.",https://www.thehindu.com/news/international/the-onions-bid-for-infowars-is-still-in-court-as-judge-reviews-auction/article68968127.ece,international,809
Missing Journalist Austin Tice: U.S. hostage envoy Roger Carstens in Beirut to seek information,The State Department says the U.S. Govt’s top hostage negotiator is in Beirut in hopes of collecting information on the whereabouts of Austin Tice — an American journalist missing in Syria for 12 years,Miscellaneous,"Missing Journalist Austin Tice: U.S. hostage envoy Roger Carstens in Beirut to seek information The State Department says the U.S. Govt’s top hostage negotiator is in Beirut in hopes of collecting information on the whereabouts of Austin Tice — an American journalist missing in Syria for 12 years The U.S. Government's top hostage negotiator is in Beirut in hopes of collecting information on the whereabouts of Austin Tice, an American journalist missing in Syria for 12 years, the State Department said on Monday (December 9, 2024). Roger Carstens, the special presidential envoy for hostage affairs, is talking to officials in the region following the overthrow of Bashar Assad’s Government to find out where Mr. Tice is and “get him home as soon as possible”, State Department spokesman Matthew Miller told the reporters on Monday (Dec. 9).",https://www.thehindu.com/news/international/missing-journalist-austin-tice-us-hostage-envoy-roger-carstens-in-beirut-to-seek-information/article68968115.ece,international,810
Soros’ Open Society Foundations say they remain focused on human rights,"George Soros’ philanthropy, Open Society Foundations, will continue to fund human rights movements around the world",Miscellaneous,"Soros’ Open Society Foundations say they remain focused on human rights George Soros’ philanthropy, Open Society Foundations, will continue to fund human rights movements around the world Despite years of internal turmoil and changes, Open Society Foundations wants those in the human rights sector to know their movements will still receive support from the organization, its president Binaifer Nowrojee said Tuesday (December 10, 2024). The foundations, founded by billionaire investor George Soros and now led by one of his sons, Alex Soros, have historically been one of the largest funders of human rights groups. But since 2021, they closed some of their programs and reduced their staff as part of a major internal reorganization.",https://www.thehindu.com/news/international/soros-open-society-foundations-say-they-remain-focused-on-human-rights/article68968921.ece,international,811
"U.S. designates two former Sri Lankan top officials for corruption, restricts visa",The U.S. action is aimed at “promoting accountability for perpetrators of corruption and human rights abuse around the world” on International Anti-Corruption Day and on the eve of Human Rights Day,Miscellaneous,"U.S. designates two former Sri Lankan top officials for corruption, restricts visa The U.S. action is aimed at “promoting accountability for perpetrators of corruption and human rights abuse around the world” on International Anti-Corruption Day and on the eve of Human Rights Day The U.S. Department of State has designated two former Sri Lankan top officials and 12 other individuals worldwide for involvement in significant corruption and restricted their visas under President Biden's proclamation. Kapila Chandrasena, former CEO of Sri Lanka Airlines, and Udayanga Weeratunga, a former Sri Lankan Ambassador to Russia, have been designated for their involvement in significant corruption, a statement from the U.S. State Department said on Monday (December 9, 2024).",https://www.thehindu.com/news/international/us-designates-two-former-sri-lankan-top-officials-for-corruption-restricts-visa/article68968703.ece,international,812
Israeli warplanes pound Syria as troops reportedly advance deeper into the country,"Israel has carried out a wave of heavy airstrikes across Syria as its troops advance deeper into the country, reportedly drawing to within 15 miles of the capital",Miscellaneous,"Israeli warplanes pound Syria as troops reportedly advance deeper into the country Israel has carried out a wave of heavy airstrikes across Syria as its troops advance deeper into the country, reportedly drawing to within 15 miles of the capital Israel carried out a wave of heavy airstrikes across Syria as its troops advanced deeper into the country, drawing to within 25km of the capital, a Syrian opposition war monitor said Tuesday (December 10, 2024). Associated Press reporters in Damascus heard heavy airstrikes overnight and into Tuesday (December 10, 2024) on the city and its suburbs. Photographs circulating online showed destroyed missile launchers, helicopters and warplanes.",https://www.thehindu.com/news/international/israeli-warplanes-pound-syria-as-troops-reportedly-advance-deeper-into-the-country/article68968498.ece,international,813
Mass evacuation of Philippine villages under way after brief but major volcanic eruption,"“The mass evacuations were being carried out urgently in towns and villages nearest the western and southern slopes of Kanlaon which were blanketed by its ash,” the Office of Civil Defence said",Miscellaneous,"Mass evacuation of Philippine villages under way after brief but major volcanic eruption “The mass evacuations were being carried out urgently in towns and villages nearest the western and southern slopes of Kanlaon which were blanketed by its ash,” the Office of Civil Defence said About 87,000 people were being evacuated in a central Philippine region on Tuesday (December 10, 2024) a day after a volcano briefly erupted with a towering ash plume and superhot streams of gas and debris hurtling down its western slopes. The latest eruption of Mount Kanlaon on central Negros island did not cause any immediate casualties, but the alert level was raised one level, indicating further and more explosive eruptions may occur.",https://www.thehindu.com/news/international/mass-evacuation-of-philippine-villages-under-way-after-brief-but-major-volcanic-eruption/article68968248.ece,international,814
Elon Musk warns Republicans against standing in Donald Trump's way — or his,"Elon Musk backs Donald Trump with significant Political Action Committee funding and influence, pressuring Grand Old Party lawmakers to align with Mr. Trump’s agenda",Miscellaneous,"Elon Musk warns Republicans against standing in Donald Trump's way — or his Elon Musk backs Donald Trump with significant Political Action Committee funding and influence, pressuring Grand Old Party lawmakers to align with Mr. Trump’s agenda A week after President-elect Donald Trump's victory, Elon Musk said his political action committee would “play a significant role in primaries.” The following week, the billionaire responded to a report that he might fund challengers to Grand Old Party (GOP) House members who don't support Mr. Trump's nominees. “How else? There is no other way,” Mr. Musk wrote on X, which he rebranded after purchasing Twitter and moving to boost conservative voices, including his own. And during his recent visit to Capitol Hill, Mr. Musk and entrepreneur Vivek Ramaswamy delivered a warning to Republicans who don't go along with their plans to slash spending as part of Mr. Trump's proposed Department of Government Efficiency.",https://www.thehindu.com/news/international/elon-musk-warns-republicans-against-standing-in-donald-trumps-way-or-his/article68967951.ece,international,815
"Twelve days that shook Syria
Premium",The rapid collapse of government forces in Aleppo stunned both the militants and the regime alike,Stanly Johny,"Twelve days that shook Syria
Premium The rapid collapse of government forces in Aleppo stunned both the militants and the regime alike The Hayat Tahrir al-Sham (HTS), the Syrian Islamist militant group, had been preparing for months for a large-scale offensive against regime forces. The civil war was quiet for years, particularly after the regime of President Bashar al-Assad captured most of its lost territories — including Aleppo, Hama and Homs. The HTS, formerly al-Nusra Front, the Syrian arm of al-Qaeda, had built a statelet in Idlib, in northwestern Syria, under the leadership of its ‘emir’, Abu Muhammed al-Jolani. The HTS and its ally Syrian National Army (SNA), formerly the Free Syrian Army, had informed Turkiye, their patron, at least six months ago about the offensive plan, according to a Reuters report. And Ankara had given its tacit approval. Mr. Assad’s troops were in a bad shape. Soldiers were poorly paid and lacked motivation. The country never recovered from the scars of the civil war. Under crippling American sanctions, its finances were in shambles. During the peak of the civil war, in 2015-16, Mr. Assad had heavily relied on his external allies for security — Russia, Iran and Hezbollah. Now, the situation was different. The Russians were focused on Ukraine. Iran lost a host of its Syria commanders to Israeli strikes. Hezbollah had been weakened in a year-long war with Israel. The HTS launched its offensive on November 27, the day Israel and Lebanon signed a ceasefire. On the 12th day, the Assad regime fell, sending tremors across the region.",https://www.thehindu.com/news/international/twelve-days-that-shook-syria/article68969014.ece,international,816
"Tulsi Gabbard, Trump's pick for Intel Chief who visited Assad, meets with Senators after dictator’s fall","Tulsi Gabbard, President-elect Trump’s Director of National Intelligence (DNI) pick, meets Senators, supports Trump’s Syria stance and faces confirmation questions",Miscellaneous,"Tulsi Gabbard, Trump's pick for Intel Chief who visited Assad, meets with Senators after dictator’s fall Tulsi Gabbard, President-elect Trump’s Director of National Intelligence (DNI) pick, meets Senators, supports Trump’s Syria stance and faces confirmation questions Tulsi Gabbard, President-elect Donald Trump’s pick to be the Director of National Intelligence (DNI), has met key Senators at Capitol Hill and supported the Republican leader's view on Syria amid the sudden fall of the country's Assad rule. Hindu-American Ms. Gabbard, 43, who represented Hawaii in the House for eight years as a Democrat, met with the Senators on Monday (December 9, 2024). ""I stand in full support and wholeheartedly agree with the statements that President Trump has made over these last few days regarding the developments in Syria,"" Ms. Gabbard, told reporters at Capitol Hill where she met top U.S. Senators on her nomination.",https://www.thehindu.com/news/international/tulsi-gabbard-trumps-pick-for-intel-chief-who-visited-assad-meets-with-senators-after-dictators-fall/article68968391.ece,international,817
